file_path,text
data/assignment_0001c10ab4--618e5679dea97750687fae22/ru.0b0f9d5d-124d-476e-b9ab-6a391e33ada0.wav,Фанатка
data/assignment_0001c109f0--618e5158ca277041b7401fef/ru.b41cedb6-e25a-4cc6-b5bb-634bd54cdc96.wav,Пыжáтка
data/assignment_0001c10ab4--618e5756f4715c64d0a4455c/ru.2bb9cce8-916c-49c7-801f-9b18fd112d73.wav,Постель
data/assignment_0001c10ab4--618e57561f1f747ca4eda679/ru.c80048f6-f2c5-4628-9082-53ccbe471a46.wav,Фанатка
data/assignment_0001c109f0--618e51794b593b1633db4da8/ru.82076734-e33a-4d6a-815c-da376c449279.wav,Сопе́ль
data/assignment_0001c10ab4--618e571f74b44c4d75fd65d4/ru.c5fbf12b-e06e-4673-ac5a-fba9584ed351.wav,Щавель
data/assignment_0001c109f0--618e542df4715c64d0a4297b/ru.867a8189-0d0c-4e22-bea3-f5700a5065c9.wav,Пыжáтка
data/assignment_0001c10ab4--618e56d211f82f6481ebf9e1/ru.00745801-3bbf-43e5-9dc3-8a5117df956b.wav,Постель
data/assignment_0001c10ab4--618e571df3fae902fd03ec9b/ru.b0c0b8d0-7a5c-4a54-869b-5c8c9ce0c73b.wav,Перчатка
data/assignment_0001c10ab4--618e567dbc0cb6219aeea0ec/ru.d3c1a3c6-24d9-400d-98e6-4054012e1100.wav,Лопатка
data/assignment_0001c109f0--618e516c45ade00e6e24a7da/ru.504a029f-cb1d-4169-a76a-8849f76b64fb.wav,Сопе́ль
data/assignment_0001c10ab4--618e56ede0ebfa094fc63593/ru.0dc69a47-cf9d-44c2-bfb5-c49ebf4bb57f.wav,Фанатка
data/assignment_0001c10ab4--618e5767bfd7fc150e700f57/ru.2b943db2-2f8c-40f5-a4ed-fe4a61a7e7d9.wav,Фанатка
data/assignment_0001c10ab4--618e576f5847992ff4215418/ru.3be562e7-d17e-45c8-9943-442322fda34f.wav,Перчатка
data/assignment_0001c109f0--618e5233bc0cb6219aee76f4/ru.a3dc6cec-2390-4fd5-abe9-eca0921baae0.wav,Сопе́ль
data/assignment_0001c109f0--618e51ff75ed39650f3b9676/ru.f607cae1-5625-468c-a962-3d9925673460.wav,Пыжáтка
data/assignment_0001c10ab4--618e573b10f36a709629a159/ru.d4839931-2ee2-408a-a7e5-7e28874ca86b.wav,Фанатка
data/assignment_0001c10ab4--618e56916bc1602e909fc965/ru.79a2ecc9-749c-4ada-b16f-80b0e88dcaea.wav,Щавель
data/assignment_0001c109f0--618e5207b392b23d102284a9/ru.f00eb2cb-d187-4b15-9837-2ee579b4b2d1.wav,Пыжáтка
data/assignment_0001c10ab4--618e5726b392b23d1023223c/ru.cb3035dc-d227-4235-81af-f25e982aaff7.wav,Постель
data/assignment_0001c10ab4--618e56a38254e8750051904b/ru.9172d90e-ef6b-47bc-b888-cd7f7940824a.wav,Портфель
data/assignment_0001c10ab4--618e5714d9630e164cc4a92a/ru.0d03d128-5eed-44bb-8545-956d7aba6a58.wav,Щавель
data/assignment_0001c10ab4--618e56775dfe550cf8fe9407/ru.6b1ef054-2a38-40fd-983b-de29bf35a475.wav,Постель
data/assignment_0001c109f0--618e5230132ea302f82bd9d7/ru.0b8c183c-296b-4b8c-810e-e74e987473e8.wav,Пыжáтка
data/assignment_0001c109f0--618e5207b392b23d102284a9/ru.94e8ebed-6d2e-4745-894f-b24e6e6a7cdf.wav,Сопе́ль
data/assignment_0001c10ab4--618e573b10f36a709629a159/ru.b98f755e-83c6-4969-8530-48115faec93d.wav,Перчатка
data/assignment_0001c109f0--618e518c43c8893cca5fd897/ru.fd4eadc9-c296-4871-b7ab-ed1793f18a77.wav,Сопе́ль
data/assignment_0001c10ab4--618e574a8c45ed65d6ea9438/ru.a367a74e-0b37-4d89-9c11-640575ad1ab1.wav,Лопатка
data/assignment_0001c109f0--618e526545ade00e6e24b260/ru.cf1ac8fd-c005-4b11-a294-f65af26a493a.wav,Пыжáтка
data/assignment_0001c10ab4--618e5690df80815be5700adb/ru.8f3867af-8a5f-4f23-87a0-08a22384a62d.wav,Фанатка
data/assignment_0001c10ab4--618e576a683e1d48793184a7/ru.2fa01847-ca03-402e-a1dc-20fe9a317345.wav,Портфель
data/assignment_0001c109f0--618e523edea97750687f8519/ru.24c2d336-5dbc-42b5-b8cf-0de0fd20974f.wav,Сопе́ль
data/assignment_0001c109f0--618e51eadea97750687f815e/ru.e7966347-cba0-4804-9640-46a884b10a7a.wav,Сопе́ль
data/assignment_0001c10ab4--618e571c74b44c4d75fd65b4/ru.223db466-ab93-42b3-82c5-143ed602c012.wav,Портфель
data/assignment_0001c109f0--618e516ce5afa85df07c9bb7/ru.4503378a-6be6-43c2-b6a9-f515a1ea429d.wav,Пыжáтка
data/assignment_0001c10ab4--618e57573181b36f4bc55789/ru.bfbe690c-082f-4ff6-aee3-3a0fb2fd73de.wav,Перчатка
data/assignment_0001c109f0--618e51794b593b1633db4da8/ru.20c8d56a-5b86-41ea-be88-844d730cb2aa.wav,Сопе́ль
data/assignment_0001c10ab4--618e57688e98d6213454349b/ru.89305486-73b2-425b-9f29-9db52fcb6f9c.wav,Щавель
data/assignment_0001c10ab4--618e567dbc0cb6219aeea0ec/ru.307cb405-d064-4d58-9c5b-1f46d966396a.wav,Портфель
data/assignment_0001c109f0--618e5254b392b23d10228c04/ru.bdad6211-9b67-4a68-a544-67a723a05f8d.wav,Пыжáтка
data/assignment_0001c109f0--618e51ffca277041b740263c/ru.4125cfea-d389-47fd-b799-4ec527f196eb.wav,Пыжáтка
data/assignment_0001c109f0--618e56868254e87500518f0f/ru.9fa21479-63ce-4982-9832-c708b5f93f38.wav,Пыжáтка
data/assignment_0001c109f0--618e5259dea97750687f8685/ru.299c869e-b7d0-4f70-b36a-71e67ab90e72.wav,Пыжáтка
data/assignment_0001c109f0--618e5207b392b23d102284a9/ru.080a6e9d-a6aa-4d8b-a491-78bf765d81ed.wav,Пыжáтка
data/assignment_0001c109f0--618e51a71f1f747ca4ed6f27/ru.35460ecd-f9aa-443a-8c5d-f7078a1c675a.wav,Пыжáтка
data/assignment_0001c10ab4--618e56edd99da81177a99705/ru.b0e835c8-79f7-47a5-b4fb-3944f6c10638.wav,Лопатка
data/assignment_0001c109f0--618e521cd9630e164cc43d00/ru.f3ac6971-f38a-428e-b7c6-99013d8b65e2.wav,Сопе́ль
data/assignment_0001c109f0--618e518a8254e875005152dd/ru.33694cc8-e0bf-4f51-8a7c-55e6d8ce05f6.wav,Пыжáтка
data/assignment_0001c109f0--618e523edea97750687f8519/ru.3732a3f4-315d-4d0b-ac86-a9874754c5aa.wav,Сопе́ль
data/assignment_0001c109f0--618e54d9e0ebfa094fc620a1/ru.742061fe-d7d3-4c57-8219-c4fa20af43c2.wav,Сопе́ль
data/assignment_0001c10ab4--618e574e10f36a709629a23e/ru.cab033d9-3161-4b57-86ec-97bc43328edf.wav,Портфель
data/assignment_0001c10ab4--618e569ef4715c64d0a43ef3/ru.d556fcfb-68e9-4fc2-ac3b-24a9a1c20cf1.wav,Лопатка
data/assignment_0001c10ab4--618e57123181b36f4bc55492/ru.6b1f5345-e76a-4298-ab02-c2498afd5a56.wav,Постель
data/assignment_0001c109f0--618e542745ade00e6e24c313/ru.977a8dc7-b66f-4194-8604-8969f2c8ac9c.wav,Сопе́ль
data/assignment_0001c109f0--618e51ab6bc1602e909f5adc/ru.a4db19b9-06c0-4a08-9db2-262d877e8b3d.wav,Пыжáтка
data/assignment_0001c109f0--618e526af0459c0879be2b58/ru.a6438fd8-c1ba-45a3-93ab-d3d2fe9f190a.wav,Пыжáтка
data/assignment_0001c109f0--618e515f132ea302f82bd1f6/ru.40002090-4cf2-49f1-b9f4-4fd01e6b1047.wav,Сопе́ль
data/assignment_0001c109f0--618e519b74b44c4d75fd30d8/ru.fe875a02-0e11-4cce-a88a-3ad8f70cfb59.wav,Пыжáтка
data/assignment_0001c10ab4--618e56b75aee49270bdf9cf2/ru.74d6de4e-e76d-4df6-ba9a-021279381ba4.wav,Щавель
data/assignment_0001c109f0--618e514e37578a25c72bdd9f/ru.4a50517a-e2f4-4c4e-a416-5d5e157d57a5.wav,Сопе́ль
data/assignment_0001c109f0--618e51663dfdf6311db8122d/ru.b1faf8c0-5958-4099-b738-48cf67e874b6.wav,Пыжáтка
data/assignment_0001c10ab4--618e576f5847992ff4215418/ru.9d8047e9-a818-4f04-b599-f343bff93678.wav,Фанатка
data/assignment_0001c109f0--618e522d3a39340d2298d156/ru.f95640a4-a6ac-4382-8b7d-680bdeb2e163.wav,Сопе́ль
data/assignment_0001c109f0--618e51bdd9630e164cc432cb/ru.c4045b0a-4fea-4529-839e-c962bd11f7dc.wav,Сопе́ль
data/assignment_0001c109f0--618e51663dfdf6311db8122d/ru.6e4ea0c0-9725-4526-8799-01b6be7858fb.wav,Пыжáтка
data/assignment_0001c10ab4--618e569ef4715c64d0a43ef3/ru.bbcde61b-98e4-4bba-8caf-42167ac56220.wav,Портфель
data/assignment_0001c10ab4--618e5726b392b23d1023223c/ru.3adc5a11-23ce-4d91-806e-d859fca66a18.wav,Фанатка
data/assignment_0001c10ab4--618e56f72894310af46e03be/ru.13f2dba1-c8fd-4cd6-a066-d2ba7dff4b22.wav,Перчатка
data/assignment_0001c109f0--618e51bdd9630e164cc432cb/ru.875016c2-f5c4-4d8d-a3d1-ba41fa32bb75.wav,Пыжáтка
data/assignment_0001c10ab4--618e598014436f33d0522da9/ru.0e3f7f90-0519-48de-9e8d-a1ed8d619fa5.wav,Перчатка
data/assignment_0001c109f0--618e51de8254e875005158ee/ru.3b0963df-4204-4f47-ab44-3c49123680e3.wav,Пыжáтка
data/assignment_0001c109f0--618e51de8254e875005158ee/ru.17cb01a1-ea26-4870-9e72-37ddcdffc2de.wav,Сопе́ль
data/assignment_0001c10ab4--618e56d211f82f6481ebf9e1/ru.093d6f9d-ee21-4cd2-b47a-572da60fd8bf.wav,Фанатка
data/assignment_0001c109f0--618e5202f26aad22908c6669/ru.6b70591e-f558-4f88-a3ce-c53720bca597.wav,Сопе́ль
data/assignment_0001c10ab4--618e57573181b36f4bc55789/ru.5bc67aa6-13c2-4d42-ac3e-46e8e24b40e3.wav,Постель
data/assignment_0001c109f0--618e51ee599ffd22a8a577d1/ru.38dc37c1-0b3f-4ae0-8438-0ac2d476b4c6.wav,Пыжáтка
data/assignment_0001c10ab4--618e568214436f33d0520d55/ru.7a15d54b-2fa7-4175-a27b-2cec8338f186.wav,Постель
data/assignment_0001c109f0--618e51abf26aad22908c628b/ru.a93869ea-50b7-456f-8f87-fc9794a0277a.wav,Пыжáтка
data/assignment_0001c10ab4--618e5721f26aad22908c9baf/ru.0ee7dc71-139d-4d13-a243-6c94a393cc0c.wav,Портфель
data/assignment_0001c109f0--618e5156ab44853ee89de0d1/ru.947122b7-1798-4406-a36c-1faefea992eb.wav,Сопе́ль
data/assignment_0001c10ab4--618e56cbbfd7fc150e700906/ru.81a2559d-5de7-43ef-ab49-c56469c59e27.wav,Портфель
data/assignment_0001c109f0--618e51eb5aee49270bdf6e13/ru.7ffde413-103a-4c81-acad-6b7827367510.wav,Сопе́ль
data/assignment_0001c10ab4--618e569011f82f6481ebf7a7/ru.1ddab94b-046e-4642-adff-5ecf9a37d456.wav,Фанатка
data/assignment_0001c10ab4--618e569f10f36a7096299ba6/ru.5c2c252c-93f5-48b3-844c-6bdd2093230c.wav,Перчатка
data/assignment_0001c109f0--618e51bf71d2fe7ef985ecc4/ru.2a02b31f-1cdc-4fff-ad9e-dac8e3d5efd4.wav,Сопе́ль
data/assignment_0001c10ab4--618e56cbbfd7fc150e700906/ru.67c9cc18-dd79-4198-a223-2fb1e9de10be.wav,Щавель
data/assignment_0001c109f0--618e51ffca277041b740263c/ru.66a7865d-e402-4263-9f53-5bcdeecfe94e.wav,Сопе́ль
data/assignment_0001c10ab4--618e593e1f1f747ca4edbade/ru.dbae990a-b762-4f80-94a1-2eff0fbb4413.wav,Лопатка
data/assignment_0001c10ab4--618e56b7b392b23d10231209/ru.f2770f85-4c3d-4642-b36a-bbd2a53169d4.wav,Щавель
data/assignment_0001c10ab4--618e56edd99da81177a99705/ru.709d9467-b680-4f15-82e3-f9f54717d15a.wav,Лопатка
data/assignment_0001c109f0--618e526037c1b433efbe0a96/ru.8fce48c9-ef79-4699-b55d-0a8a19991b2b.wav,Пыжáтка
data/assignment_0001c10ab4--618e56ec37c1b433efbe33cf/ru.47791b83-512b-4fe3-adc9-a8eb5a71c025.wav,Постель
data/assignment_0001c10ab4--618e5679dea97750687fae22/ru.cfc2faf8-8e94-4557-a08b-8b28e30b6023.wav,Постель
data/assignment_0001c109f0--618e51ff75ed39650f3b9676/ru.8eb3ad7a-4a5f-444b-a0e1-58b9b98f7c26.wav,Сопе́ль
data/assignment_0001c10ab4--618e5726b392b23d1023223c/ru.33802df9-4754-443a-95b6-fca2a4fc232f.wav,Портфель
data/assignment_0001c10ab4--618e569ef4715c64d0a43ef3/ru.8e476786-9070-4f66-8d38-0c548fb32869.wav,Щавель
data/assignment_0001c10ab4--618e56b7b392b23d10231209/ru.14327ed6-e539-4da5-9eb5-e63d6f21fabf.wav,Портфель
data/assignment_0001c109f0--618e5269dea97750687f86dc/ru.64d31d62-b95f-447a-8179-10020360eba2.wav,Пыжáтка
data/assignment_0001c109f0--618e5261e0ebfa094fc60830/ru.9eff2c09-e616-45b8-a269-1c023839f497.wav,Пыжáтка
data/assignment_0001c109f0--618e51648e98d6213453e325/ru.5435810c-6fc2-4297-ae15-40ca6f40a4d1.wav,Сопе́ль
data/assignment_0001c10ab4--618e5714d9630e164cc4a92a/ru.a446d8dc-ecd3-4b44-a1d3-9a6a5637d719.wav,Фанатка
data/assignment_0001c109f0--618e51b32894310af46dcec4/ru.9e52ef2c-2e6f-4f6f-b1f7-302e3fee3833.wav,Пыжáтка
data/assignment_0001c10ab4--618e57688e98d6213454349b/ru.02680c8b-ef74-4873-8170-55588e85be0f.wav,Перчатка
data/assignment_0001c10ab4--618e56d211f82f6481ebf9e1/ru.9e762ad3-5b40-4c63-a488-f8f3d9937e56.wav,Щавель
data/assignment_0001c109f0--618e56868254e87500518f0f/ru.2b6236d5-da14-4c6c-baf0-0b92c2022314.wav,Сопе́ль
data/assignment_0001c10ab4--618e5693dea97750687faf30/ru.f597f19b-1b58-48a5-aa26-5c3b3399963e.wav,Щавель
data/assignment_0001c10ab4--618e5695599ffd22a8a5b32c/ru.47d7c2ad-7f86-4a98-86f6-d13ce97c5b51.wav,Щавель
data/assignment_0001c10ab4--618e56b13a39340d22993007/ru.77cbcdaa-2616-405b-8c29-037e9675b9b5.wav,Перчатка
data/assignment_0001c10ab4--618e5714d9630e164cc4a92a/ru.aad4a189-36f6-4576-ab33-4f2a0d3110bf.wav,Постель
data/assignment_0001c109f0--618e526149887716a0e60a5c/ru.a880fec1-6623-4b33-9851-74adc5383d77.wav,Пыжáтка
data/assignment_0001c10ab4--618e566edea97750687fad72/ru.e0d87e5d-fbb6-4428-af27-c7c1fd88b3d7.wav,Перчатка
data/assignment_0001c10ab4--618e56c443c8893cca600bfd/ru.3f853e08-dfb6-4a50-bc4d-ec4e94e13c21.wav,Фанатка
data/assignment_0001c109f0--618e5163ab44853ee89de25b/ru.76122b76-d6f9-4005-8702-51cf3f3e1537.wav,Пыжáтка
data/assignment_0001c10ab4--618e57264b6bbd21478f5180/ru.5f232866-2105-40e0-af38-5fa5c84d6b81.wav,Перчатка
data/assignment_0001c10ab4--618e56cff3fae902fd03e9c8/ru.bdc06640-8be2-4d5b-a184-62592543d4ca.wav,Щавель
data/assignment_0001c10ab4--618e576eab44853ee89e24a2/ru.ffadecbe-2ada-4016-b984-05c1c49d7178.wav,Портфель
data/assignment_0001c109f0--618e526c10f36a70962975c2/ru.cea1f0af-4f2b-4304-9acc-a7f8313d1b62.wav,Сопе́ль
data/assignment_0001c109f0--618e54d9e0ebfa094fc620a1/ru.0d6c09f3-6fe3-4857-b7e7-0050e655ff18.wav,Сопе́ль
data/assignment_0001c109f0--618e526149887716a0e60a5c/ru.d29608d2-ccab-47c8-be15-1d4a14c74d24.wav,Сопе́ль
data/assignment_0001c109f0--618e52218c45ed65d6ea64c3/ru.7624e980-c357-4530-89db-3147ff2558e3.wav,Сопе́ль
data/assignment_0001c109f0--618e51ff75ed39650f3b9676/ru.bbc4fc78-9983-48d4-a910-d886e9b8a5d9.wav,Пыжáтка
data/assignment_0001c10ab4--618e571c74b44c4d75fd65b4/ru.967c3c34-73ad-4eea-b400-d635f141fe1d.wav,Фанатка
data/assignment_0001c109f0--618e51b32894310af46dcec4/ru.e70170d0-6df4-4115-9d02-010886c2c9cc.wav,Сопе́ль
data/assignment_0001c109f0--618e522d71d2fe7ef985f02b/ru.c4e05844-d5ce-4783-b239-b2bfd5b6b2bc.wav,Сопе́ль
data/assignment_0001c10ab4--618e56a45dfe550cf8fe958f/ru.8346c7f2-4280-42db-b287-25434f2983ca.wav,Щавель
data/assignment_0001c109f0--618e515e49887716a0e5f718/ru.3a0c671a-9474-45e8-a8ab-b350ce1ec274.wav,Сопе́ль
data/assignment_0001c109f0--618e518a8254e875005152dd/ru.dc97cec5-b429-4c6a-81bc-02481aea812b.wav,Пыжáтка
data/assignment_0001c109f0--618e51eb5aee49270bdf6e13/ru.2b6663f0-77c8-41e0-91fc-925ad655cd5e.wav,Пыжáтка
data/assignment_0001c10ab4--618e56a745ade00e6e24dbfa/ru.9060d285-4543-43c5-a382-c5fee1431f42.wav,Фанатка
data/assignment_0001c10ab4--618e574b0acab141b43d245b/ru.0a3dd70f-3281-4e3b-8db2-023336b03124.wav,Лопатка
data/assignment_0001c10ab4--618e566edea97750687fad72/ru.7a8c367d-4dcb-4326-bc0e-be2a05c0018f.wav,Постель
data/assignment_0001c10ab4--618e56c075ed39650f3bcd5c/ru.79a0addf-3213-4b00-adc7-0bee5be7d654.wav,Перчатка
data/assignment_0001c10ab4--618e56cbbfd7fc150e700906/ru.e98e36b7-4112-48c7-a6a2-af5f4f9a5a47.wav,Постель
data/assignment_0001c10ab4--618e576eab44853ee89e24a2/ru.bb2371d7-19aa-4705-b4a1-4f49d3739693.wav,Щавель
data/assignment_0001c109f0--618e51ee599ffd22a8a577d1/ru.71efbabf-514e-4173-8424-8589154157ff.wav,Пыжáтка
data/assignment_0001c109f0--618e5284b392b23d102291f0/ru.a320656f-cb4b-469f-8f9f-72c95988fd84.wav,Пыжáтка
data/assignment_0001c109f0--618e526e71d2fe7ef985f2a7/ru.a3377db7-f2b7-4043-951a-9f4437844a35.wav,Сопе́ль
data/assignment_0001c10ab4--618e57123181b36f4bc55492/ru.75b6333e-8337-4d36-b276-18dbba3244e2.wav,Постель
data/assignment_0001c109f0--618e515b2894310af46dcc04/ru.c0b38412-e8cc-4a7c-8a10-4dcdbf4883a5.wav,Пыжáтка
data/assignment_0001c10ab4--618e56d211f82f6481ebf9e1/ru.88a81541-f03c-4fd4-9e52-c46df6adebd8.wav,Постель
data/assignment_0001c109f0--618e515f132ea302f82bd1f6/ru.bcd0e397-7ca8-4ffb-a269-b9e3c55cbc60.wav,Пыжáтка
data/assignment_0001c10ab4--618e57573181b36f4bc55789/ru.d2afc1f2-bbc0-4f30-ae2e-2943c49d5e90.wav,Фанатка
data/assignment_0001c10ab4--618e56b38c45ed65d6ea8ea4/ru.f3aece64-821c-41b6-bebe-15e6877f9a38.wav,Постель
data/assignment_0001c10ab4--618e598014436f33d0522da9/ru.d11e3adb-8ce6-4c33-b961-ed73a6b7706c.wav,Постель
data/assignment_0001c109f0--618e515f132ea302f82bd1f6/ru.b2fcbaa5-fc91-4512-9ed7-e73426340d38.wav,Пыжáтка
data/assignment_0001c10ab4--618e574b0acab141b43d245b/ru.c21a9943-434f-4cbd-bf02-9e9c6a14b23c.wav,Портфель
data/assignment_0001c10ab4--618e576f5847992ff4215418/ru.e9be49a1-eba1-448b-8e4c-141547da5a56.wav,Лопатка
data/assignment_0001c109f0--618e5192bc0cb6219aee6ffb/ru.dd3f32a1-dee1-49f4-8a02-14550251beb1.wav,Пыжáтка
data/assignment_0001c109f0--618e51ffca277041b740263c/ru.6a476c30-f5b8-42ef-9cc7-120e4d60b878.wav,Сопе́ль
data/assignment_0001c10ab4--618e574f75ed39650f3bd1c9/ru.dbad3cb8-6902-4110-91f7-da528939c89d.wav,Постель
data/assignment_0001c10ab4--618e571c74b44c4d75fd65b4/ru.508e2cc8-ff65-4874-bef3-9ebc98a1f905.wav,Лопатка
data/assignment_0001c10ab4--618e568934a4636f784fd0db/ru.25719501-b789-4305-a223-228977be9165.wav,Перчатка
data/assignment_0001c10ab4--618e56ede0ebfa094fc63593/ru.a274b037-a458-44b0-a054-c7e29c8c0c2f.wav,Лопатка
data/assignment_0001c10ab4--618e56f5d9630e164cc4a600/ru.8b59c470-3dbf-452a-9038-3cdbbfb8f477.wav,Щавель
data/assignment_0001c10ab4--618e573b10f36a709629a159/ru.f6c4dd71-9c46-4faa-b892-ba5470086517.wav,Постель
data/assignment_0001c109f0--618e525549887716a0e609e2/ru.8958d5a5-b42b-4c19-ae13-5440d6be5c36.wav,Сопе́ль
data/assignment_0001c109f0--618e51581645434d150403c0/ru.7b08b4f6-0d13-4f9d-aa1f-c45bf40d57fe.wav,Сопе́ль
data/assignment_0001c109f0--618e52051f6d730fb5d7dd17/ru.3d428759-6e13-456e-b374-b96fa75e2fd8.wav,Пыжáтка
data/assignment_0001c109f0--618e51bf71d2fe7ef985ecc4/ru.a26c87a4-d7fb-42a2-b271-8c8d44a9db34.wav,Сопе́ль
data/assignment_0001c10ab4--618e56a15aee49270bdf9c21/ru.26c589cc-fbd5-48f6-8098-71e19fa8fe2a.wav,Перчатка
data/assignment_0001c10ab4--618e5a14676cd4397d9bef3e/ru.e024694a-9831-4e56-bbb8-4555ebdcc15a.wav,Портфель
